"areaGobierno","delegacion","servicio","departamento","nivelPuesto","zz","nombrePuesto","tipoPuesto","tipoPersonal","formaProvision","adscripciongrupos","adcripcionescalas","nivelComplementoDestino","complementoEspecificoEuros","observaciones","requisitos","situacion"
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","JEFATURA DE DEPARTAMENTO DE DISTRITO NORTEOESTE","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","DEPARTAMENTO DE DISTRITO NORESTEESTE","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","DEPARTAMENTO DE DISTRITO NORESTEESTE","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","DEPARTAMENTO DE DISTRITO NORESTEESTE","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","DEPARTAMENTO DE DISTRITO NORESTEESTE","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU026","AGENTE DE PUBLICIDAD Y PATROCINIO","NS","L","C","C2",,15195,7735,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","TESORERIA","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN TESORERIA","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN TESORERIA","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","INTERVENCIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","INTERVENCIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","INTERVENCIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","INTERVENCIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","STAFF ECONOMIA","INTERVENCIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE NÓMINA Y ADMINISTRACIÓN DE PERSONAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE GESTIÓN DE PERSONAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE GESTIÓN DE PERSONAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE GESTIÓN DE PERSONAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES","AU","AU007","AUXILIAR DE ENFERMERÍA Y O CLINICA","NS","F/L","C","C2","A.G.",14195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE PATRIMONIO","SERVICIO DE PATRIMONIO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE PATRIMONIO","SERVICIO DE PATRIMONIO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIOS TRIBUTARIOS","DEPARTAMENTO DE TRIBUTOS","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIOS TRIBUTARIOS","DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIOS TRIBUTARIOS","DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIOS TRIBUTARIOS","DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIOS TRIBUTARIOS","DEPARTAMENTO DE ATENCIÓN TRIBUTARIA Y GESTIÓN DOCUMENTAL","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE CONTRATACIÓN","SERVICIO DE CONTRATACIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE CONTRATACIÓN","SERVICIO DE CONTRATACIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE CONTRATACIÓN","SERVICIO DE CONTRATACIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE CONTRATACIÓN","SERVICIO DE CONTRATACIÓN","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE REACTIVACIÓN ECONÓMICA Y CAPTACIÓN DE INVERSIONES","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE REACTIVACIÓN ECONÓMICA Y CAPTACIÓN DE INVERSIONES","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE REACTIVACIÓN ECONÓMICA Y CAPTACIÓN DE INVERSIONES","AU","AU002","AUXILIAR ADMINISTRATIVO","NS","F/L","C","C2","A.G.",15195,7735,"AERL","TA0",
